index,instrument,open,high,low,close,volume
693,NSE-ZITO,7215,7247,7207,7244,2097
694,NSE-CARD,9452,9493,9408,9434,8608
694,NSE-DLKV,9142,9163,9117,9136,2158
694,NSE-OIT,9377,9427,9373,9395,1926
694,NSE-SIMP,9964,10321,9774,9970,9896
694,NSE-ZABA,10593,10593,10495,10515,1311
694,NSE-ZITO,7242,7271,7237,7265,1964
695,NSE-CARD,9425,9631,9406,9614,7920
695,NSE-DLKV,9149,9167,9132,9132,1656
695,NSE-OIT,9406,9432,9397,9432,1494
695,NSE-SIMP,9971,10698,9774,9984,7986
695,NSE-ZABA,10515,10524,10479,10497,1152
695,NSE-ZITO,7263,7268,7249,7263,2019
696,NSE-CARD,9603,9721,7000,9690,10150
696,NSE-DLKV,9144,9202,9143,9187,2118
696,NSE-OIT,9432,9441,9393,9401,1503
696,NSE-SIMP,10004,11457,9976,10001,6596
696,NSE-ZABA,10506,10542,10476,10509,2041
696,NSE-ZITO,7255,7268,7237,7268,1435
697,NSE-CARD,9696,9941,9685,9893,8458
697,NSE-DLKV,9191,9194,9143,9171,1546
697,NSE-OIT,9404,9454,9403,9449,1626
697,NSE-SIMP,10008,10018,9969,9988,7095
697,NSE-ZABA,10516,10526,10480,10487,1433
697,NSE-ZITO,7236,7266,7234,7266,2023
698,NSE-CARD,9891,10064,9872,10042,5553
698,NSE-DLKV,9161,9172,9122,9122,1386
698,NSE-OIT,9456,9469,9412,9420,2059
698,NSE-SIMP,9975,10000,9955,9985,6854
698,NSE-ZABA,10487,10525,10487,10513,2095
698,NSE-ZITO,7260,7282,7254,7270,2494
699,NSE-CARD,10048,10064,9914,9934,7437
699,NSE-DLKV,9118,9175,9116,9119,1623
699,NSE-OIT,9406,9409,9365,9369,2428
699,NSE-SIMP,9985,10049,9630,10028,6709
699,NSE-ZABA,10518,10532,10502,10514,2443
699,NSE-ZITO,7253,7263,7220,7220,2067
700,NSE-CARD,9937,10231,9931,10210,4763
700,NSE-DLKV,9125,9146,9106,9126,844
700,NSE-OIT,9380,9424,9367,9395,2847
700,NSE-SIMP,10028,10043,9996,10011,9715
700,NSE-ZABA,10530,10564,10514,10514,2996
700,NSE-ZITO,7244,7248,7217,7242,2523
701,NSE-CARD,10205,10334,10179,10311,3132
701,NSE-DLKV,9113,9126,9078,9104,1651
701,NSE-OIT,9405,9437,9405,9406,1222
701,NSE-SIMP,10026,11457,9973,9974,10749
701,NSE-ZABA,10514,10519,10462,10505,2990
701,NSE-ZITO,7229,7248,7226,7233,2551
702,NSE-CARD,10310,10455,10307,10415,3880
702,NSE-DLKV,9106,9137,9096,9137,1615
702,NSE-OIT,9414,9435,9398,9398,2116
702,NSE-SIMP,9985,10011,9937,9937,10418
702,NSE-ZABA,10505,10505,10462,10464,1354
702,NSE-ZITO,7237,7247,7217,7233,3664
703,NSE-CARD,10404,10423,10288,10298,5263
703,NSE-DLKV,9113,9139,9111,9136,1448
703,NSE-OIT,9394,9427,9373,9406,1811
703,NSE-SIMP,9956,10009,9942,9945,9873
703,NSE-ZABA,10480,10484,10395,10414,2485
703,NSE-ZITO,7232,7245,7213,7226,2428
704,NSE-CARD,10294,10318,10039,10039,6245
704,NSE-DLKV,9145,9187,9141,9174,1485
704,NSE-OIT,9415,9456,9396,9452,1800
704,NSE-SIMP,9973,10009,9630,9965,8922
704,NSE-ZABA,10434,10463,10406,10421,1858
704,NSE-ZITO,7233,7271,7233,7259,2047
705,NSE-CARD,10122,10263,10115,10258,3996
705,NSE-DLKV,9175,9178,9144,9144,1147
705,NSE-OIT,9461,9496,9455,9493,1110
705,NSE-SIMP,9975,10009,9936,9950,9370
705,NSE-ZABA,10420,10476,10413,10473,1790
705,NSE-ZITO,7266,7279,7259,7266,1245
706,NSE-CARD,10265,10283,10182,10182,4106
706,NSE-DLKV,9147,9182,9120,9170,743
706,NSE-OIT,9498,9549,9498,9505,1215
706,NSE-SIMP,9950,9997,9264,9264,9117
706,NSE-ZABA,10486,10508,10458,10486,3004
706,NSE-ZITO,7281,7290,7259,7268,1082
707,NSE-CARD,10215,10217,10126,10129,3847
707,NSE-DLKV,9161,9191,9075,9075,1542
707,NSE-OIT,9530,9535,9480,9535,1554
707,NSE-SIMP,9993,10005,7000,9971,10539
707,NSE-ZABA,10513,10544,10510,10536,4190
707,NSE-ZITO,7275,7293,7273,7286,1996
708,NSE-CARD,10138,10204,10136,10185,4529
708,NSE-DLKV,9075,9091,9061,9079,848
708,NSE-OIT,9518,9565,9518,9563,1198
708,NSE-SIMP,9977,10015,9963,9972,9130
708,NSE-ZABA,10525,10549,10506,10536,2889
708,NSE-ZITO,7313,7611,7290,7296,4504
709,NSE-CARD,10199,10314,10153,10314,5923
709,NSE-DLKV,9081,9102,9080,9090,849
709,NSE-OIT,9559,9609,9556,9583,722
709,NSE-SIMP,9985,9998,9950,9976,6370
709,NSE-ZABA,10528,10545,10503,10545,1501
709,NSE-ZITO,7312,7313,7289,7309,3216
710,NSE-CARD,10304,10391,10290,10371,5940
710,NSE-DLKV,9095,9129,9093,9129,1054
710,NSE-OIT,9604,9653,9596,9617,2384
710,NSE-SIMP,9977,10034,9976,10014,8045
710,NSE-ZABA,10547,10614,10545,10596,3319
710,NSE-ZITO,7314,7318,7294,7309,3539
711,NSE-CARD,10370,10687,10354,10674,6290
711,NSE-DLKV,9130,9136,9099,9123,1581
711,NSE-OIT,9637,9638,9561,9570,1050
711,NSE-SIMP,10008,10021,9942,10007,9438
711,NSE-ZABA,10598,10648,10558,10564,3641
711,NSE-ZITO,7313,7317,7282,7289,2951
712,NSE-CARD,10680,10684,10588,10593,5112
712,NSE-DLKV,9133,9146,9112,9129,1075
712,NSE-OIT,9574,9576,9541,9541,1812
712,NSE-SIMP,10018,10030,9953,10000,7548
712,NSE-ZABA,10562,10575,10520,10520,1592
712,NSE-ZITO,7285,7311,7285,7302,2838
713,NSE-CARD,10615,10881,10574,10853,3660
713,NSE-DLKV,9127,9168,9111,9163,1570
713,NSE-OIT,9546,9623,9545,9618,1448
713,NSE-SIMP,10024,10039,9986,9986,7109
713,NSE-ZABA,10525,10662,10521,10652,3809
713,NSE-ZITO,7300,7335,7294,7326,4081
714,NSE-CARD,10877,10889,10849,10882,6407
714,NSE-DLKV,9164,9180,9154,9162,1004
714,NSE-OIT,9619,9635,9613,9624,3129
714,NSE-SIMP,9981,10051,9975,10000,10871
714,NSE-ZABA,10627,10676,10571,10645,3734
714,NSE-ZITO,7324,7335,7309,7335,3241
715,NSE-CARD,10890,11052,10864,11005,5405
715,NSE-DLKV,9170,9173,9115,9153,970
715,NSE-OIT,9631,9652,9620,9620,1457
715,NSE-SIMP,10001,10073,9980,10028,11511
715,NSE-ZABA,10631,10633,10569,10574,1284
715,NSE-ZITO,7312,7312,7277,7284,1495
716,NSE-CARD,11018,11050,10776,10801,5765
716,NSE-DLKV,9139,9140,9083,9083,1299
716,NSE-OIT,9607,9619,9564,9564,855
716,NSE-SIMP,10034,10067,10017,10035,6512
716,NSE-ZABA,10591,10591,10538,10561,1806
716,NSE-ZITO,7277,7294,7277,7290,1583
717,NSE-CARD,10804,11075,10779,11071,4978
717,NSE-DLKV,9063,9102,9056,9101,1322
717,NSE-OIT,9565,9605,9542,9604,1459
717,NSE-SIMP,10046,10077,10016,10016,4878
717,NSE-ZABA,10545,10570,10531,10569,2949
717,NSE-ZITO,7285,7301,7278,7284,1888
718,NSE-CARD,11075,11227,10753,10759,6028
718,NSE-DLKV,9096,9133,9082,9133,1328
718,NSE-OIT,9609,9656,9586,9626,2954
718,NSE-SIMP,10054,10089,9953,10072,8155
718,NSE-ZABA,10553,10606,10547,10577,3294
718,NSE-ZITO,7289,7336,7287,7336,3802
719,NSE-CARD,10766,10778,10411,10540,8887
719,NSE-DLKV,9133,9157,9100,9127,1208
719,NSE-OIT,9621,9631,9579,9583,4656
719,NSE-SIMP,10065,10089,10060,10066,2791
719,NSE-ZABA,10594,10627,10571,10623,3062
719,NSE-ZITO,7320,7331,7305,7318,2456
720,NSE-CARD,10539,10599,10411,10582,8022
720,NSE-DLKV,9128,9146,9103,9122,986
720,NSE-OIT,9588,9665,9583,9665,1638
720,NSE-SIMP,10067,10101,10034,10040,2635
720,NSE-ZABA,10604,10615,10578,10590,1661
720,NSE-ZITO,7315,7341,7303,7337,4121
721,NSE-CARD,10582,10826,10560,10818,6460
721,NSE-DLKV,9125,9161,9122,9138,1028
721,NSE-OIT,9666,9713,9648,9713,2059
721,NSE-SIMP,10046,10048,10007,10016,3733
721,NSE-ZABA,10590,10630,10570,10588,3833
721,NSE-ZITO,7332,7347,7328,7335,4081
722,NSE-CARD,10822,10835,10554,10588,4285
722,NSE-DLKV,9151,9153,9104,9126,1474
722,NSE-OIT,9718,9730,9686,9689,2008
722,NSE-SIMP,10022,10038,9996,10027,3087
722,NSE-ZABA,10575,10633,10571,10610,3219
722,NSE-ZITO,7342,7386,7340,7383,5270
723,NSE-CARD,10578,10666,10568,10664,5584
723,NSE-DLKV,9144,9145,9102,9145,2466
723,NSE-OIT,9680,9744,9678,9744,2422
723,NSE-SIMP,10030,10040,10004,10019,6125
723,NSE-ZABA,10614,10658,10606,10631,4284
723,NSE-ZITO,7404,7404,7386,7398,6121
724,NSE-CARD,10649,10665,10321,10329,7948
724,NSE-DLKV,9146,9179,9134,9146,2670
724,NSE-OIT,9743,9759,9723,9739,2288
724,NSE-SIMP,10005,10047,9993,10012,8339
724,NSE-ZABA,10618,10628,10605,10609,2625
724,NSE-ZITO,7409,7420,7395,7416,4599
725,NSE-CARD,10329,10374,10314,10339,6294
725,NSE-DLKV,9147,9168,9088,9088,2085
725,NSE-OIT,9735,9788,9721,9784,1618
725,NSE-SIMP,10033,10052,9985,10005,7366
725,NSE-ZABA,10626,10645,10609,10638,1306
725,NSE-ZITO,7429,7431,7383,7386,3971
726,NSE-CARD,10348,10544,10092,10106,10272
726,NSE-DLKV,9079,9118,9073,9115,1998
726,NSE-OIT,9780,9821,9768,9821,1285
726,NSE-SIMP,10029,10044,7031,10021,8395
726,NSE-ZABA,10639,10659,10621,10624,2625
726,NSE-ZITO,7397,7451,7396,7451,2559
727,NSE-CARD,10123,10343,10022,10034,9815
727,NSE-DLKV,9103,9107,9090,9090,3889
727,NSE-OIT,9811,9852,9798,9852,1017
727,NSE-SIMP,10033,10042,10002,10025,6601
727,NSE-ZABA,10624,10644,10618,10625,1763
727,NSE-ZITO,7452,7457,7428,7429,3415
728,NSE-CARD,10024,10033,9948,9974,5566
728,NSE-DLKV,9091,9119,9070,9101,2387
728,NSE-OIT,9852,9873,9827,9873,736
728,NSE-SIMP,10025,10034,9991,9994,4837
728,NSE-ZABA,10627,10648,10615,10628,2406
728,NSE-ZITO,7438,7458,7424,7442,1095
729,NSE-CARD,9960,9971,9676,9696,6324
729,NSE-DLKV,9088,9100,9060,9092,1954
729,NSE-OIT,9862,9863,9815,9839,1097
729,NSE-SIMP,10007,10021,9982,10013,4816
729,NSE-ZABA,10641,10688,10633,10633,1290
729,NSE-ZITO,7437,7447,7419,7419,1612
730,NSE-CARD,9695,9725,9567,9567,4040
730,NSE-DLKV,9104,9113,9070,9095,1375
730,NSE-OIT,9816,9835,9782,9799,3086
730,NSE-SIMP,9996,10026,9986,10016,2493
730,NSE-ZABA,10661,10683,10643,10663,1032
730,NSE-ZITO,7428,7430,7407,7413,1581
731,NSE-CARD,9571,10050,9361,9373,7120
731,NSE-DLKV,9095,9145,9084,9145,2269
731,NSE-OIT,9799,9843,9796,9799,4350
731,NSE-SIMP,10016,10032,10002,10017,6231
731,NSE-ZABA,10665,10691,10628,10685,3759
731,NSE-ZITO,7413,7427,7409,7410,1861
732,NSE-CARD,9382,9545,9364,9523,8491
732,NSE-DLKV,9150,9163,9087,9094,4223
732,NSE-OIT,9806,9812,9787,9807,2885
732,NSE-SIMP,10017,10051,9970,10014,7866
732,NSE-ZABA,10682,10688,10616,10627,2795
732,NSE-ZITO,7409,7425,7378,7378,3541
733,NSE-CARD,9526,10050,9303,9319,7700
733,NSE-DLKV,9093,9093,9029,9048,2373
733,NSE-OIT,9811,9823,9773,9800,4315
733,NSE-SIMP,10013,10052,10009,10017,6842
733,NSE-ZABA,10621,10621,10570,10583,2046
733,NSE-ZITO,7390,7390,7354,7372,3127
734,NSE-CARD,9333,9508,9307,9490,9414
734,NSE-DLKV,9050,9060,9009,9013,1782
734,NSE-OIT,9800,9800,9741,9768,1785
734,NSE-SIMP,10020,10057,10001,10039,8238
734,NSE-ZABA,10605,10635,10589,10592,1852
734,NSE-ZITO,7379,7393,7373,7390,1781
735,NSE-CARD,9482,9580,9473,9576,4172
735,NSE-DLKV,9010,9016,8974,8979,1354
735,NSE-OIT,9767,9809,9765,9797,991
735,NSE-SIMP,10033,10039,10000,10013,4143
735,NSE-ZABA,10616,10633,10574,10574,709
735,NSE-ZITO,7390,7392,7365,7368,1639
736,NSE-CARD,9575,9576,9349,9349,4911
736,NSE-DLKV,9013,9023,8976,9023,810
736,NSE-OIT,9800,9816,9777,9795,1029
736,NSE-SIMP,10002,10026,9985,10018,3715
736,NSE-ZABA,10577,10609,10562,10577,1764
736,NSE-ZITO,7377,7400,7373,7378,1751
737,NSE-CARD,9360,9450,9320,9440,6606
737,NSE-DLKV,9032,9033,8995,9028,1750
737,NSE-OIT,9794,9842,9794,9818,1691
737,NSE-SIMP,10021,10026,9976,10021,4775
737,NSE-ZABA,10574,10583,10554,10554,2038
737,NSE-ZITO,7379,7423,7371,7420,2164
738,NSE-CARD,9435,9480,9346,9469,7620
738,NSE-DLKV,9035,9043,9007,9007,1910
738,NSE-OIT,9816,9825,9783,9783,1145
738,NSE-SIMP,10025,10050,9987,9994,2809
738,NSE-ZABA,10554,10564,10511,10515,500
738,NSE-ZITO,7429,7433,7398,7422,1783
739,NSE-CARD,9475,9516,9453,9497,7855
739,NSE-DLKV,9046,9093,9024,9093,1668
739,NSE-OIT,9785,9790,9764,9787,2379
739,NSE-SIMP,9986,10013,9980,9996,6924
739,NSE-ZABA,10506,10546,10496,10538,1477
739,NSE-ZITO,7416,7434,7407,7417,2544
740,NSE-CARD,9491,9515,9423,9430,7234
740,NSE-DLKV,9112,9130,9095,9130,2990
740,NSE-OIT,9797,9800,9771,9797,1564
740,NSE-SIMP,9996,10069,9969,9998,7769
740,NSE-ZABA,10548,10562,10513,10550,1804
740,NSE-ZITO,7423,7428,7398,7421,1880
