index,instrument,open,high,low,close,volume
119,NASDAQ-HT,9967,9967,9958,9958,11
119,NASDAQ-INA,,,,,0
119,NASDAQ-KOTD,9951,9977,9951,9977,12
119,NASDAQ-NGUP,9720,9757,9720,9757,82
119,NASDAQ-SIMP,9993,10018,9993,10002,41
119,NASDAQ-ZITO,9635,9635,9635,9635,5
120,NASDAQ-CARD,11025,11048,10995,11017,57
120,NASDAQ-DLKV,9806,9850,9806,9849,400
120,NASDAQ-ETFB,9879,9879,9867,9867,136
120,NASDAQ-ETFB3,9925,9925,9922,9922,30
120,NASDAQ-FSR,9240,9240,9240,9240,8
120,NASDAQ-GOLD,10600,10632,10600,10614,31
120,NASDAQ-HT,10000,10000,9972,9972,5
120,NASDAQ-INA,10031,10038,10006,10006,20
120,NASDAQ-KOTD,9990,10007,9990,9996,33
120,NASDAQ-NGUP,9756,9756,9690,9690,48
120,NASDAQ-SIMP,10013,10020,9999,10001,37
120,NASDAQ-ZITO,9648,9650,9624,9640,39
121,NASDAQ-CARD,11120,11120,11103,11107,29
121,NASDAQ-DLKV,9828,9828,9785,9822,190
121,NASDAQ-ETFB,9867,9901,9867,9901,317
121,NASDAQ-ETFB3,9919,9919,9910,9917,71
121,NASDAQ-FSR,9205,9215,9201,9215,17
121,NASDAQ-GOLD,,,,,0
121,NASDAQ-HT,10015,10020,10000,10020,24
121,NASDAQ-INA,10036,10036,10036,10036,8
121,NASDAQ-KOTD,,,,,0
121,NASDAQ-NGUP,9751,9772,9751,9762,68
121,NASDAQ-SIMP,10010,10012,10010,10012,7
121,NASDAQ-ZITO,9602,9602,9588,9599,21
122,NASDAQ-CARD,11062,11085,11017,11017,25
122,NASDAQ-DLKV,9823,9823,9763,9763,482
122,NASDAQ-ETFB,9904,9906,9904,9906,13
122,NASDAQ-ETFB3,9947,9947,9941,9941,11
122,NASDAQ-FSR,,,,,0
122,NASDAQ-GOLD,10662,10662,10643,10643,4
122,NASDAQ-HT,10031,10043,10031,10043,21
122,NASDAQ-INA,,,,,0
122,NASDAQ-KOTD,9948,9948,9948,9948,50
122,NASDAQ-NGUP,9776,9776,9776,9776,9
122,NASDAQ-SIMP,10029,10029,10009,10009,37
122,NASDAQ-ZITO,9583,9605,9583,9605,8
123,NASDAQ-CARD,10907,11136,10907,11136,30
123,NASDAQ-DLKV,9772,9772,9772,9772,2
123,NASDAQ-ETFB,9909,9909,9909,9909,5
123,NASDAQ-ETFB3,9942,9942,9942,9942,7
123,NASDAQ-FSR,,,,,0
123,NASDAQ-GOLD,10610,10661,10610,10661,3
123,NASDAQ-HT,,,,,0
123,NASDAQ-INA,9996,10013,9996,10013,13
123,NASDAQ-KOTD,9948,9948,9904,9920,167
123,NASDAQ-NGUP,9805,9805,9762,9762,108
123,NASDAQ-SIMP,10008,10008,9979,10004,58
123,NASDAQ-ZITO,9558,9558,9558,9558,9
170,NASDAQ-CARD,10061,10061,10061,10061,6
170,NASDAQ-DLKV,9853,9863,9849,9849,5152
170,NASDAQ-ETFB,9706,9706,9682,9682,52
170,NASDAQ-ETFB3,9770,9770,9747,9747,89
170,NASDAQ-FSR,,,,,0
170,NASDAQ-GOLD,10456,10477,10412,10427,64
170,NASDAQ-HT,9997,9997,9942,9942,58
170,NASDAQ-INA,9655,9655,9655,9655,10
170,NASDAQ-KOTD,9934,9966,9929,9966,850
170,NASDAQ-NGUP,9826,9826,9792,9792,22
170,NASDAQ-SIMP,10114,10114,10096,10096,8
170,NASDAQ-ZITO,9459,9472,9459,9472,56
171,NASDAQ-CARD,9951,9977,9951,9958,758
171,NASDAQ-DLKV,9848,9848,9832,9832,5111
171,NASDAQ-ETFB,9687,9728,9687,9728,259
171,NASDAQ-ETFB3,9747,9797,9745,9797,82
171,NASDAQ-FSR,9061,9061,9061,9061,8
171,NASDAQ-GOLD,10501,10576,10501,10550,79
171,NASDAQ-HT,9936,9936,9888,9888,36
171,NASDAQ-INA,9693,9694,9693,9694,11
171,NASDAQ-KOTD,9952,9963,9922,9922,83
171,NASDAQ-NGUP,9779,9821,9779,9821,18
171,NASDAQ-SIMP,10059,10059,10059,10059,1
171,NASDAQ-ZITO,9475,9475,9475,9475,2
172,NASDAQ-CARD,10192,10192,10171,10181,433
172,NASDAQ-DLKV,9832,9837,9820,9837,3818
172,NASDAQ-ETFB,9830,9830,9828,9828,13
172,NASDAQ-ETFB3,9820,9831,9820,9831,171
172,NASDAQ-FSR,9046,9069,9046,9069,71
172,NASDAQ-GOLD,10526,10577,10519,10532,85
172,NASDAQ-HT,9882,9882,9854,9877,173
172,NASDAQ-INA,9691,9741,9691,9741,37
172,NASDAQ-KOTD,9896,9896,9896,9896,8
172,NASDAQ-NGUP,9810,9833,9810,9818,21
172,NASDAQ-SIMP,10061,10072,10061,10068,15
172,NASDAQ-ZITO,9476,9476,9448,9466,60
173,NASDAQ-CARD,10118,10118,10112,10112,22
173,NASDAQ-DLKV,9820,9848,9816,9816,1995
173,NASDAQ-ETFB,9887,9979,9887,9979,108
173,NASDAQ-ETFB3,9826,9826,9818,9818,13
173,NASDAQ-FSR,9017,9017,9017,9017,6
173,NASDAQ-GOLD,10536,10601,10536,10601,225
173,NASDAQ-HT,9880,9887,9848,9848,75
173,NASDAQ-INA,9708,9718,9681,9718,50
173,NASDAQ-KOTD,9881,9881,9881,9881,10
173,NASDAQ-NGUP,9826,9826,9826,9826,5
173,NASDAQ-SIMP,10095,10102,10077,10077,20
173,NASDAQ-ZITO,9486,9511,9486,9511,16
174,NASDAQ-CARD,10188,10199,10159,10199,54
174,NASDAQ-DLKV,9837,9855,9826,9855,173
174,NASDAQ-ETFB,9987,9987,9954,9956,482
174,NASDAQ-ETFB3,9804,9808,9804,9808,28
174,NASDAQ-FSR,9012,9028,9012,9028,12
174,NASDAQ-GOLD,10608,10619,10575,10592,318
174,NASDAQ-HT,9843,9859,9843,9859,93
174,NASDAQ-INA,9732,9732,9706,9722,87
174,NASDAQ-KOTD,9876,9903,9876,9903,24
174,NASDAQ-NGUP,9827,9885,9827,9870,114
174,NASDAQ-SIMP,10028,10055,10028,10055,88
174,NASDAQ-ZITO,9449,9463,9427,9442,106
175,NASDAQ-CARD,10317,10317,10278,10280,40
175,NASDAQ-DLKV,9874,9875,9868,9874,198
175,NASDAQ-ETFB,9956,9956,9937,9939,27
175,NASDAQ-ETFB3,9813,9813,9811,9811,59
175,NASDAQ-FSR,9093,9093,9089,9089,16
175,NASDAQ-GOLD,10568,10594,10557,10557,110
175,NASDAQ-HT,9903,9918,9902,9918,33
175,NASDAQ-INA,9693,9737,9693,9725,298
175,NASDAQ-KOTD,9969,10036,9969,10036,44
175,NASDAQ-NGUP,9892,9955,9873,9951,311
175,NASDAQ-SIMP,10038,10042,9992,9992,243
175,NASDAQ-ZITO,9440,9483,9424,9476,130
176,NASDAQ-CARD,10403,10435,10384,10384,76
176,NASDAQ-DLKV,9849,9851,9806,9835,356
176,NASDAQ-ETFB,9927,9952,9918,9951,134
176,NASDAQ-ETFB3,9804,9824,9804,9824,25
176,NASDAQ-FSR,9090,9134,9090,9134,42
176,NASDAQ-GOLD,10530,10560,10530,10560,16
176,NASDAQ-HT,9935,9942,9924,9942,92
176,NASDAQ-INA,9725,9760,9719,9758,251
176,NASDAQ-KOTD,10036,10036,9981,10012,74
176,NASDAQ-NGUP,9951,9951,9910,9925,190
176,NASDAQ-SIMP,10020,10023,10020,10023,28
176,NASDAQ-ZITO,9476,9476,9446,9475,166
177,NASDAQ-CARD,10384,10385,10360,10365,257
177,NASDAQ-DLKV,9881,9881,9872,9872,16
177,NASDAQ-ETFB,9951,9969,9951,9969,267
177,NASDAQ-ETFB3,9852,9852,9852,9852,9
177,NASDAQ-FSR,9122,9122,9122,9122,10
177,NASDAQ-GOLD,10530,10534,10530,10534,62
177,NASDAQ-HT,9947,9970,9947,9970,14
177,NASDAQ-INA,,,,,0
177,NASDAQ-KOTD,10004,10007,9938,9938,121
177,NASDAQ-NGUP,9918,9942,9907,9920,94
177,NASDAQ-SIMP,10013,10032,10013,10031,79
177,NASDAQ-ZITO,9447,9485,9447,9485,182
178,NASDAQ-CARD,10566,10566,10566,10566,29
178,NASDAQ-DLKV,9860,9905,9837,9837,20
178,NASDAQ-ETFB,9973,9973,9968,9968,196
178,NASDAQ-ETFB3,9870,9870,9866,9866,16
178,NASDAQ-FSR,9092,9092,9077,9077,308
178,NASDAQ-GOLD,10555,10555,10547,10547,100
178,NASDAQ-HT,9970,9970,9931,9931,21
178,NASDAQ-INA,9763,9774,9716,9723,280
178,NASDAQ-KOTD,9927,9950,9907,9921,140
178,NASDAQ-NGUP,9926,9935,9892,9923,90
178,NASDAQ-SIMP,10036,10036,10036,10036,10
178,NASDAQ-ZITO,9493,9493,9471,9480,38
